bk,age,unit_size,single_unit
1,51,341.88303,0
1,2,308.90247,0
1,1,369.75394,0
1,83,243.87038,0
1,66,209.49626,0
1,50,269.4187,0
1,85,270.90515,0
1,72,593.09277,0
1,109,218.87947,0
1,75,297.28961,0
1,4,334.45081,0
1,43,175.58667,0
1,105,836.12701,0
1,57,230.02783,0
1,79,397.16034,0
1,102,170.5699,0
1,78,225.75429,0
1,0,167.2254,1
1,81,240.43297,0
1,92,142.69901,1
1,78,126.34808,1
1,81,836.12701,0
1,97,259.19937,0
1,86,323.67404,0
1,105,294.87411,0
1,96,206.24466,0
1,81,124.86163,1
1,107,295.43155,0
1,48,247.12198,0
1,83,142.69901,0
1,110,246.00714,0
1,109,612.60236,0
1,105,123.09647,0
1,105,334.45081,0
1,109,219.6227,0
1,83,278.70901,0
1,109,260.12839,0
1,67,173.91441,1
1,79,510.96649,0
1,105,250.8381,0
1,104,307.69473,0
1,109,222.96719,0
1,76,696.77252,0
1,81,214.04851,0
1,82,449.00021,0
1,79,374.6778,0
1,96,278.70901,0
1,87,99.592018,1
1,79,297.10379,0
1,71,254.1826,0
1,0,362.32169,0
1,97,603.86951,0
1,77,650.32098,0
1,86,142.5132,0
1,83,178.37376,0
1,82,187.29245,0
1,92,134.89516,1
1,103,408.77319,0
1,73,82.033348,1
1,79,86.213982,1
1,98,281.68188,0
1,1,252.69617,0
1,72,146.32222,0
1,104,207.6382,0
1,96,268.67548,0
1,1,273.13483,0
1,100,153.28995,0
1,71,132.85129,1
1,2,260.87161,0
1,106,425.77444,1
1,93,170.94151,0
1,111,267.56064,0
1,94,148.64481,0
1,3,284.00449,0
1,88,258.82776,0
1,87,285.39801,0
1,73,214.60593,0
1,73,260.12839,0
1,75,237.83168,0
1,76,145.30029,1
1,82,247.95811,0
1,106,312.15408,0
1,87,129.69258,1
1,87,193.98146,0
1,73,170.94151,0
1,90,232.1646,1
1,72,196.21114,0
1,75,245.26392,0
1,102,244.52069,0
1,97,222.96719,0
1,1,268.30386,0
1,50,141.95578,0
1,83,323.30243,0
1,110,185.806,0
1,102,106.28103,0
1,96,217.76463,1
1,90,157.19188,0
1,90,176.70151,0
1,105,249.72327,1
1,74,127.83453,1
1,100,250.8381,0
1,86,249.72327,0
1,45,178.09505,1
1,1,272.01999,0
1,82,145.02158,1
1,106,243.03424,0
1,77,203.17886,0
1,2,282.33221,0
1,111,350.24432,0
1,73,217.39302,1
1,82,117.42939,0
1,94,289.85736,0
1,45,252.32455,1
1,52,179.11699,0
1,104,209.03175,0
1,80,371.612,0
1,101,306.5799,0
1,104,193.98146,0
1,0,338.91016,0
1,72,327.01855,0
1,52,167.2254,0
1,83,237.83168,0
1,82,226.68332,0
1,109,251.95294,1
1,94,226.86913,0
1,93,137.40353,0
1,81,735.79175,0
1,72,138.88998,1
1,106,118.91584,0
1,3,251.02391,0
1,84,167.2254,1
1,87,81.19722,1
1,41,318.65729,0
1,83,274.62128,0
1,47,157.37769,0
1,78,115.57133,1
1,106,193.98146,0
1,112,150.50285,0
1,74,148.64481,0
1,76,196.95436,0
1,86,130.06419,1
1,65,151.06027,0
1,96,250.8381,0
1,76,278.70901,0
1,105,376.07135,0
1,106,287.44189,0
1,7,383.87518,0
1,81,167.2254,0
1,109,373.84167,1
1,41,118.91584,1
1,102,208.47433,0
1,46,232.81491,1
1,105,131.17903,1
1,113,266.16708,0
1,81,272.01999,0
1,84,151.7106,0
1,90,121.88873,1
1,87,95.132675,0
1,80,534.19226,1
1,106,301.00571,0
1,87,97.548149,1
1,88,353.0314,0
1,110,267.56064,1
1,0,195.0963,0
1,109,278.70901,0
1,103,189.52213,0
1,98,261.98645,0
1,98,246.28586,0
1,84,156.35574,1
1,64,150.50285,1
1,111,238.57491,0
1,83,120.95971,1
1,95,103.67975,1
1,76,167.3183,0
1,86,278.70901,1
1,67,182.18279,0
1,79,149.94543,0
1,1,338.16693,0
1,98,379.04425,0
1,109,133.78032,0
1,83,91.044937,1
1,81,158.58542,0
1,75,133.78032,1
1,49,143.07062,0
1,81,994.43372,0
1,107,301.74893,1
1,79,180.60344,1
1,75,100.33524,1
1,81,278.70901,0
1,25,141.21255,1
1,93,233.00072,0
1,74,356.74753,0
1,59,273.59933,0
1,80,227.33363,0
1,94,141.21255,0
1,79,323.30243,0
1,88,343.74109,0
1,102,149.94543,1
1,101,267.56064,0
1,74,168.61894,0
1,79,121.88873,1
1,79,185.806,0
1,67,178.37376,0
1,107,365.38751,0
1,4,289.85736,0
1,0,214.79173,0
1,79,476.59238,0
1,108,185.806,0
1,94,229.65622,0
1,88,278.70901,0
1,86,230.39944,0
1,105,176.88731,0
1,102,185.806,0
1,105,740.2511,0
1,35,309.64569,0
1,111,292.64444,0
1,85,552.95868,0
1,81,245.26392,0
1,81,181.34665,0
1,90,242.47684,0
1,1,186.45631,1
1,78,348.38626,0
1,80,246.00714,0
1,104,148.64481,0
1,75,304.53604,0
1,107,321.07275,0
1,73,315.87021,0
1,73,348.38626,0
1,76,159.79317,0
1,46,222.68849,0
1,101,234.11555,0
1,72,306.5799,0
1,72,325.34631,0
1,86,264.77356,0
1,91,252.88197,1
1,75,185.806,0
1,83,278.70901,0
1,49,150.50285,1
1,100,297.28961,0
1,109,334.45081,0
1,70,182.27568,0
1,72,191.47308,1
1,74,271.27676,0
1,39,318.65729,0
1,48,148.27319,0
1,67,231.51428,0
1,93,283.16833,0
1,81,287.9993,1
1,81,229.47041,0
1,46,147.25125,0
1,95,208.47433,0
1,28,141.21255,1
1,3,304.07153,0
1,112,336.77338,0
1,79,130.80742,1
1,89,150.50285,0
1,105,239.13232,0
1,46,147.25125,0
1,93,327.01855,0
1,106,203.73628,0
1,1,234.11555,0
1,85,98.848793,1
1,85,101.45007,1
1,75,213.30528,0
1,1,208.28853,0
1,106,251.76714,0
1,103,408.77319,1
1,40,143.07062,0
1,79,136.75322,0
1,81,226.40462,0
1,104,170.5699,0
1,81,225.75429,0
1,58,167.96863,0
1,105,347.45721,0
1,90,170.38411,1
1,61,214.60593,0
1,87,624.30817,0
1,76,112.59843,1
1,4,224.36075,0
1,111,187.29245,0
1,84,195.83952,0
1,78,222.96719,0
1,77,232.25751,1
1,64,158.028,1
1,96,261.98645,0
1,96,146.04352,0
1,73,246.19295,1
1,77,207.08078,1
1,86,160.07187,1
1,87,230.39944,0
1,44,260.87161,0
1,87,157.19188,0
1,102,176.70151,0
1,11,222.96719,0
1,84,146.04352,1
1,73,434.78604,0
1,99,193.98146,0
1,69,117.05778,1
1,73,832.41089,0
1,71,157.00607,1
1,74,411.37448,0
1,74,145.67191,1
1,98,157.56349,0
1,93,193.70276,0
1,46,174.75055,0
1,82,211.35432,0
1,81,462.65695,0
1,81,147.15836,1
1,73,306.5799,0
1,83,531.40515,0
1,0,350.43011,0
1,84,290.78638,0
1,73,374.02747,0
1,99,217.39302,0
1,74,227.42654,0
1,43,283.35416,0
1,101,250.8381,1
1,92,219.25108,0
1,57,134.89516,1
1,101,238.29619,0
1,80,189.52213,1
1,46,155.42671,0
1,85,130.99323,1
1,76,397.16034,0
1,88,210.88982,0
1,78,101.45007,1
1,1,250.8381,0
1,90,574.79083,0
1,60,169.73378,0
1,104,271.46255,0
1,72,416.20544,0
1,79,289.48575,0
1,84,164.2525,0
1,99,222.96719,0
1,71,257.52713,0
1,111,211.81883,0
1,75,137.96095,1
1,96,390.1926,0
1,80,196.95436,0
1,82,145.67191,1
1,4,340.5824,0
1,107,222.96719,0
1,79,120.7739,1
1,76,215.53496,0
1,108,225.19687,0
1,6,232.25751,1
1,45,301.00571,0
1,93,334.45081,0
1,67,149.20222,0
1,100,302.86377,0
1,70,166.94669,0
1,77,213.6769,0
1,72,228.54138,0
1,102,140.56224,0
1,93,293.57349,0
1,102,211.81883,0
1,81,165.73895,1
1,62,120.40229,1
1,35,342.81207,0
1,48,167.2254,0
1,79,557.41803,0
1,113,256.8768,0
1,98,209.03175,0
1,72,133.59451,1
1,84,230.39944,0
1,70,301.00571,0
1,93,178.37376,0
1,79,306.5799,0
1,75,245.26392,0
1,110,306.5799,0
1,76,306.5799,0
1,92,408.77319,0
1,81,225.75429,0
1,94,197.32597,0
1,83,150.31705,1
1,77,176.5157,0
1,107,122.63196,1
1,81,143.72095,1
1,105,209.58917,0
1,89,123.18938,0
1,76,126.34808,1
1,85,158.86414,0
1,46,146.32222,0
1,93,624.30817,0
1,52,212.56206,0
1,107,183.94794,0
1,106,222.96719,0
1,78,80.639801,1
1,106,122.63196,0
1,47,211.81883,0
1,20,107.02425,1
1,78,121.51712,1
1,80,282.42511,0
1,42,299.14767,0
1,78,69.119835,1
1,76,304.72183,0
1,103,252.69617,0
1,33,142.14159,1
1,104,371.612,0
1,82,189.52213,0
1,1,150.50285,1
1,0,349.5011,0
1,2,454.85309,0
1,73,72.835953,0
1,53,178.37376,0
1,101,281.21738,0
1,104,195.0963,0
1,15,789.67548,1
1,70,173.63571,0
1,86,237.83168,0
1,113,212.65497,0
1,81,120.7739,1
1,103,334.82242,0
1,106,222.96719,0
1,69,267.56064,1
1,108,182.27568,0
1,108,144.92868,0
1,106,301.00571,0
1,79,148.64481,0
1,85,185.62019,0
1,76,327.01855,0
1,20,105.1662,1
1,81,241.73361,1
1,82,613.15979,0
1,97,794.13483,0
1,82,200.67049,0
1,43,217.39302,0
1,98,195.2821,0
1,107,247.30779,1
1,2,211.54013,0
1,56,143.07062,0
1,74,353.0314,1
1,68,348.38626,0
1,3,227.61235,0
1,1,373.47006,0
1,77,209.96078,0
1,109,278.70901,0
1,76,227.05493,0
1,86,75.808846,1
1,53,142.5132,1
1,79,966.19122,0
1,113,172.79958,0
1,107,322.93082,0
1,109,157.19188,1
1,1,295.43155,0
1,98,371.612,0
1,103,322.93082,0
1,97,250.8381,0
1,59,140.74805,0
1,90,180.04602,0
1,103,836.12701,0
1,79,487.74075,0
1,94,178.37376,0
1,98,172.70668,0
1,108,200.67049,1
1,107,195.0963,0
1,51,143.07062,0
1,53,127.0913,1
1,99,260.12839,0
1,55,148.64481,1
1,84,231.32848,1
1,0,257.89874,1
1,100,139.35451,0
1,80,306.5799,0
1,75,234.11555,0
1,86,211.81883,0
1,81,348.38626,0
1,83,133.78032,1
1,43,175.58667,0
1,1,278.70901,0
1,90,125.60486,0
1,110,356.74753,0
1,99,278.70901,0
1,72,383.22488,0
1,104,211.81883,1
1,2,318.65729,0
1,109,352.28818,0
1,73,176.88731,1
1,47,269.4187,0
1,110,206.24466,0
1,74,245.26392,0
1,13,334.45081,0
1,80,106.65264,1
1,82,244.14908,0
1,98,99.777824,1
1,49,210.23949,0
1,65,267.18903,0
1,80,230.39944,0
1,17,125.97647,1
1,74,470.36789,0
1,98,966.19122,0
1,98,119.28745,1
1,67,208.47433,1
1,106,319.58633,0
1,78,220.64462,1
1,106,267.56064,0
1,106,193.23824,0
1,84,178.37376,0
1,111,189.52213,0
1,66,251.76714,0
1,109,260.12839,0
1,52,149.38803,0
1,91,237.64587,1
1,96,497.96008,0
1,93,307.69473,0
1,97,174.65764,0
1,106,250.8381,0
1,110,230.39944,0
1,79,445.93439,0
1,104,408.77319,0
1,73,234.85878,1
1,105,146.78674,1
1,85,194.72469,0
1,93,280.93866,0
1,72,278.70901,0
1,109,127.0913,1
1,104,306.5799,0
1,85,811.60059,0
1,79,195.0963,0
1,113,218.50786,0
1,1,279.0806,0
1,70,325.16049,0
1,65,147.90158,1
1,91,158.86414,0
1,95,492.38589,0
1,96,254.55421,1
1,7,421.40802,0
1,86,324.78888,0
1,76,177.72343,0
1,49,174.47183,0
1,80,379.04425,0
1,113,309.5528,0
1,113,209.03175,0
1,94,133.78032,1
1,74,256.41229,0
1,84,134.15193,1
1,77,229.47041,0
1,89,241.54781,0
1,7,364.17975,1
1,76,278.70901,0
1,89,170.5699,0
1,2,392.05066,0
1,105,335.93726,0
1,101,185.89891,0
1,54,204.85112,0
1,105,309.08829,0
1,44,110.36877,1
1,86,167.2254,0
1,111,185.89891,0
1,106,185.806,0
1,104,185.89891,0
1,75,165.83185,0
1,53,107.02425,1
1,97,183.94794,0
1,2,241.54781,0
1,5,213.6769,1
1,1,271.46255,0
1,60,129.32097,1
1,83,236.34523,1
1,77,162.39444,1
1,81,121.88873,1
1,81,179.4886,1
1,50,162.58025,0
1,28,185.806,0
1,76,312.15408,0
1,91,99.870728,1
1,105,418.06351,0
1,84,118.91584,1
1,107,273.50644,0
1,82,386.19778,0
1,112,221.48076,0
1,17,134.15193,1
1,91,245.26392,0
1,50,168.61894,0
1,97,379.13715,0
1,3,149.38803,0
1,108,289.85736,0
1,1,333.61469,0
1,76,203.64337,0
1,98,160.25768,1
1,90,234.11555,0
1,90,236.90265,0
1,94,246.47166,1
1,75,150.50285,0
1,111,233.00072,0
1,79,123.56099,1
1,78,428.93314,0
1,97,142.14159,0
1,93,452.90213,0
1,111,271.74127,0
1,2,371.33328,0
1,76,178.37376,0
1,51,168.61894,1
1,101,178.37376,0
1,104,185.806,0
1,87,181.16084,0
1,70,98.291374,1
1,97,176.5157,0
1,27,118.91584,1
1,79,537.07227,0
1,64,167.2254,0
1,85,106.65264,1
1,102,142.69901,0
1,80,94.761063,1
1,95,263.28711,0
1,88,104.05136,0
1,72,298.21863,0
1,87,94.017838,1
1,46,147.25125,0
1,100,374.95651,0
1,48,209.58917,0
1,83,297.28961,0
1,102,127.0913,1
1,86,183.94794,0
1,95,408.77319,0
1,76,337.5166,0
1,82,114.92101,1
1,104,317.72827,0
1,74,135.08096,1
1,107,267.56064,0
1,95,306.5799,0
1,76,231.51428,0
1,93,199.74146,1
1,73,312.15408,0
1,82,98.848793,1
1,78,473.8053,0
1,1,204.2937,0
1,93,313.54764,0
1,94,278.70901,0
1,80,211.81883,0
1,30,185.806,1
1,80,92.903,1
1,104,342.99786,0
1,1,150.50285,1
1,73,195.0963,0
1,73,639.17267,0
1,104,334.45081,0
1,87,370.59006,0
1,56,172.79958,0
1,1,416.11255,0
1,3,307.97345,0
1,73,185.806,0
1,76,96.247505,1
1,41,391.58615,0
1,85,127.83453,0
1,109,181.99698,0
1,84,228.82008,0
1,75,104.51588,0
1,77,148.64481,0
1,99,278.70901,0
1,95,409.51642,0
1,80,172.98538,0
1,75,297.10379,0
1,64,159.32864,0
1,79,250.8381,0
1,92,305.18634,0
1,77,348.38626,0
1,56,265.70258,0
1,18,103.67975,1
1,105,225.75429,0
1,113,371.612,0
1,112,222.96719,0
1,94,193.23824,0
1,13,371.612,0
1,84,98.47718,0
1,102,181.16084,0
1,109,264.77356,0
1,106,334.45081,0
1,98,171.31313,0
1,95,240.80458,0
1,79,80.639801,0
1,85,167.2254,0
1,97,312.15408,0
1,79,313.64053,0
1,77,225.75429,0
1,2,318.84311,0
1,75,334.45081,0
1,73,135.63838,1
1,77,109.25393,1
1,105,198.81242,0
1,98,259.19937,0
1,73,218.50786,0
1,82,129.32097,1
1,106,348.57205,0
1,111,272.3916,0
1,83,178.37376,0
1,0,813.36578,0
1,73,126.06937,1
1,86,310.29602,0
1,78,418.06351,0
1,46,163.50928,0
1,82,380.90231,0
1,55,143.07062,0
1,81,359.53461,0
1,53,212.09755,0
1,77,383.22488,0
1,1,397.62485,0
1,76,150.13124,0
1,97,105.53781,1
1,6,774.81104,0
1,87,151.8035,1
1,82,94.761063,1
1,96,148.83061,0
1,50,179.95311,0
1,2,186.45631,1
1,94,954.94995,0
1,44,215.53496,0
1,86,197.69759,0
1,1,232.25751,1
1,76,445.93439,0
1,89,59.086308,1
1,90,107.02425,1
1,74,209.03175,0
1,59,155.33382,1
1,83,178.37376,0
1,112,301.00571,0
1,78,148.64481,0
1,106,371.612,0
1,83,275.3645,1
1,49,107.39587,1
1,22,103.67975,1
1,4,743.224,1
1,83,227.42654,0
1,110,267.56064,0
1,93,297.28961,0
1,76,301.93475,0
1,94,243.40585,0
1,112,183.94794,0
1,96,334.45081,0
1,95,120.7739,1
1,99,222.13107,0
1,44,248.05101,0
1,107,253.06778,0
1,29,135.26677,1
1,109,549.98578,0
1,100,287.07028,0
1,52,187.47826,0
1,78,290.9722,0
1,74,252.41745,0
1,101,891.86877,0
1,110,256.41229,0
1,84,129.59969,1
1,106,225.75429,0
1,87,128.20615,0
1,101,204.3866,0
1,99,148.64481,0
1,87,133.03709,1
1,86,145.67191,1
1,84,189.52213,0
1,90,267.37485,0
1,110,275.55029,0
1,89,183.57632,0
1,84,356.74753,0
1,72,418.06351,0
1,79,327.57599,0
1,98,231.88589,0
1,74,306.5799,0
1,83,473.8053,0
1,92,324.41727,0
1,99,162.58025,0
1,104,167.2254,0
1,107,198.62662,0
1,103,213.30528,0
1,70,147.90158,1
1,80,185.806,0
1,85,234.76588,0
1,87,212.19044,0
1,82,111.4836,1
1,73,452.90213,0
1,81,125.97647,0
1,88,116.68616,1
1,57,156.72736,1
1,52,226.68332,0
1,72,279.54514,0
1,74,110.55457,1
1,86,153.10414,1
1,49,159.42155,1
1,57,180.60344,1
1,111,313.26892,0
1,83,145.67191,1
1,1,418.06351,0
1,90,247.12198,0
1,109,250.8381,0
1,50,146.32222,0
1,109,222.96719,0
1,109,249.90907,0
1,105,305.83667,0
1,45,218.41495,0
1,2,284.28317,0
1,106,337.79532,0
1,100,113.43456,1
1,88,487.74075,0
1,76,123.18938,1
1,51,256.41229,0
1,76,289.85736,0
1,80,319.58633,0
1,90,214.04851,1
1,80,213.21239,0
1,105,195.0963,0
1,95,170.10539,1
1,99,452.90213,0
1,82,152.36092,1
1,111,273.13483,0
1,102,349.31528,0
1,107,221.66656,0
1,84,163.50928,0
1,83,218.13625,1
1,79,342.34756,0
1,79,301.00571,0
1,85,197.69759,0
1,97,94.761063,1
1,76,737.55695,0
1,75,211.07562,0
1,81,418.06351,0
1,84,118.45132,1
1,2,285.95544,0
1,101,316.056,0
1,68,181.16084,0
1,2,329.34113,0
1,80,124.86163,1
1,101,200.67049,0
1,78,297.28961,0
1,75,348.38626,0
1,102,130.80742,0
1,1,271.27676,0
1,83,551.65802,1
1,80,133.78032,1
1,110,312.15408,0
1,84,180.04602,1
1,94,196.95436,0
1,74,176.5157,0
1,83,251.20972,0
1,105,321.44437,0
1,80,215.53496,0
1,113,105.53781,0
1,63,168.06152,0
1,55,181.71826,0
1,88,334.45081,0
1,106,229.93492,0
1,1,277.77997,0
1,83,211.81883,0
1,105,328.87662,0
1,104,255.66905,0
1,1,305.65088,0
1,79,582.78052,0
1,74,126.90549,1
1,77,225.75429,0
1,74,476.22076,0
1,100,200.67049,0
1,1,301.00571,0
1,80,250.46649,0
1,54,185.806,1
1,1,312.4328,0
1,109,304.35022,0
1,89,178.37376,1
1,86,235.97362,1
1,107,284.28317,0
1,85,104.51588,1
1,111,287.07028,0
1,104,153.28995,0
1,79,687.48218,0
1,104,362.32169,0
1,74,134.89516,1
1,86,836.12701,1
1,90,160.53638,1
1,69,222.96719,0
1,58,222.96719,1
1,104,250.8381,0
1,88,261.98645,0
1,104,261.61484,0
1,0,271.27676,0
1,81,185.806,0
1,69,217.39302,0
1,77,170.5699,1
1,73,145.67191,1
1,102,156.07704,1
1,96,200.67049,0
1,74,304.72183,0
1,51,183.94794,0
1,82,80.639801,1
1,43,151.15318,0
1,89,282.42511,0
1,102,267.56064,0
1,79,399.01837,0
1,80,445.93439,0
1,107,195.0963,0
1,98,557.41803,1
1,75,211.81883,0
1,1,299.14767,0
1,102,234.11555,0
1,86,204.3866,0
1,59,822.19153,0
1,88,841.70117,0
1,105,154.31189,0
1,45,222.59558,0
1,89,178.93118,0
1,90,305.00055,0
1,71,168.34024,0
1,84,66.89016,1
1,112,306.5799,0
1,79,187.29245,0
1,1,424.00928,0
1,97,378.67264,0
1,103,408.77319,0
1,0,348.38626,0
1,0,306.5799,0
1,67,152.36092,1
1,74,390.1926,1
1,96,207.3595,0
1,111,328.87662,0
1,87,102.00749,1
1,86,248.98004,0
1,104,334.45081,0
1,110,294.03799,0
1,76,118.35842,1
1,103,206.80208,0
1,93,276.85095,0
1,2,386.47647,0
1,89,362.32169,0
1,48,195.93243,0
1,72,189.15051,1
1,70,413.60416,0
1,76,224.82526,0
1,104,209.58917,0
1,85,108.3249,1
1,94,138.79709,0
1,80,111.4836,0
1,1,271.64838,0
1,76,232.25751,1
1,106,278.70901,0
1,82,222.40977,0
1,74,207.73111,0
1,1,238.94652,0
1,2,278.70901,1
1,43,323.85986,0
1,87,130.80742,0
1,90,152.73253,1
1,99,289.11414,0
1,28,208.47433,0
1,86,146.78674,0
1,102,295.80316,0
1,19,103.67975,1
1,48,190.63696,0
1,106,390.1926,0
1,100,88.53656,1
1,1,205.12982,0
1,23,231.97879,0
1,104,348.57205,0
1,96,337.14499,1
1,90,282.0535,0
1,91,167.2254,0
1,76,416.94867,0
1,81,319.58633,0
1,78,101.45007,1
1,85,278.70901,0
1,75,769.23682,0
1,111,250.8381,0
1,8,328.87662,0
1,96,215.53496,0
1,71,252.41745,0
1,111,408.77319,0
1,106,185.89891,0
1,0,306.5799,0
1,85,99.592018,0
1,85,278.70901,0
1,74,170.94151,0
1,82,134.89516,1
1,76,195.93243,1
1,76,117.05778,0
1,80,317.72827,1
1,108,616.87592,0
1,83,150.13124,0
1,96,338.72433,1
1,0,401.34097,0
1,93,499.81815,0
1,96,229.0988,0
1,104,209.96078,0
1,1,272.01999,0
1,104,178.37376,0
1,42,278.9877,0
1,56,113.71327,1
1,35,227.61235,0
1,80,285.95544,0
1,92,338.91016,0
1,56,155.33382,1
1,63,165.55315,1
1,106,158.86414,0
1,70,156.07704,0
1,91,89.744301,0
1,105,289.85736,0
1,77,189.89374,0
1,110,184.87697,1
1,104,234.11555,0
1,51,184.41246,0
1,105,210.70401,0
1,73,351.17334,0
1,75,87.143013,1
1,47,244.14908,0
1,81,297.10379,0
1,79,250.8381,0
1,80,297.10379,0
1,76,170.5699,0
1,83,179.86021,0
1,92,189.52213,0
1,106,142.5132,0
1,78,265.70258,0
1,104,331.84952,0
1,51,202.52853,0
1,86,130.06419,0
1,102,228.54138,0
1,113,222.96719,0
1,1,261.42905,0
1,107,175.58667,0
1,84,220.73753,0
1,48,270.25482,0
1,78,193.23824,0
1,73,446.12021,0
1,0,230.39944,1
1,43,181.90407,0
1,7,346.71399,0
1,122,543.48254,1
1,80,510.96649,0
1,1,260.12839,0
1,80,296.36057,0
1,92,133.78032,1
1,107,193.23824,0
1,6,401.34097,0
1,91,278.70901,0
1,93,250.8381,0
1,99,622.45007,0
1,97,107.02425,1
1,14,105.35201,1
1,50,293.48059,0
1,79,306.5799,0
1,3,407.00806,0
1,73,289.85736,0
1,80,543.20386,0
1,53,183.94794,0
1,73,202.62144,0
1,78,230.39944,0
1,73,105.90942,1
1,65,143.07062,0
1,106,285.95544,0
1,74,92.903,1
1,90,118.35842,0
1,103,250.8381,0
1,80,275.92191,0
1,86,219.6227,0
1,80,313.64053,0
1,75,359.6275,0
1,61,70.97789,1
1,99,175.77248,0
1,46,341.88303,0
1,86,362.32169,0
1,97,204.01498,0
1,83,87.328819,1
1,90,57.414055,1
1,72,383.22488,0
1,107,197.69759,0
1,76,510.96649,0
1,97,343.27658,0
1,28,303.79282,0
1,77,460.24146,0
1,94,250.8381,0
1,100,222.96719,0
1,50,161.65121,0
1,76,345.59915,0
1,2,422.70865,0
1,83,144.92868,0
1,10,111.4836,1
1,39,279.91675,0
1,78,292.08704,1
1,106,178.37376,0
1,113,301.00571,0
1,77,222.96719,0
1,78,492.38589,0
1,83,124.86163,1
1,87,208.10272,0
1,81,217.39302,0
1,93,329.89856,0
1,94,193.23824,0
1,81,175.58667,0
1,9,484.95367,0
1,103,203.08595,0
1,3,244.05618,0
1,74,101.07846,1
1,78,244.14908,1
1,79,249.16585,0
1,77,229.47041,0
1,74,200.67049,0
1,100,214.04851,0
1,75,243.87038,0
1,0,280.93866,0
1,34,275.92191,0
1,64,315.87021,0
1,76,160.53638,0
1,106,143.90675,1
1,0,206.61627,1
1,87,210.5182,0
1,107,193.79565,1
1,80,156.07704,0
1,79,263.84451,0
1,36,309.64569,0
1,87,115.94295,1
1,98,222.96719,1
1,68,166.20346,0
1,43,245.26392,0
1,104,266.4458,0
1,105,195.0963,0
1,51,198.44081,0
1,113,325.71793,0
1,76,154.59059,0
1,67,60.201145,1
1,3,380.6236,0
1,81,170.94151,1
1,9,222.96719,0
1,7,522.11487,0
1,73,418.06351,0
1,107,224.91817,0
1,84,324.04565,1
1,78,445.93439,0
1,113,305.65088,0
1,1,306.5799,0
1,89,147.34416,1
1,80,481.42334,0
1,45,254.08971,0
1,99,263.10129,0
1,100,173.72861,0
1,110,289.85736,0
1,93,130.80742,0
1,49,319.86502,0
1,99,392.60806,0
1,94,193.23824,0
1,102,247.8652,0
1,101,700.67444,1
1,85,128.20615,1
1,91,118.91584,0
1,0,438.40927,0
1,104,348.57205,0
1,94,124.86163,1
1,100,229.65622,0
1,82,176.5157,0
1,95,215.90657,1
1,25,141.21255,1
1,85,117.05778,1
1,75,292.83026,0
1,52,202.90015,1
1,109,521.18585,0
1,75,241.54781,0
1,89,257.71292,0
1,63,294.31671,0
1,107,269.4187,0
1,91,307.32312,1
1,73,459.31244,0
1,88,133.78032,0
1,75,241.17619,0
1,67,366.03781,0
1,81,237.83168,0
1,77,362.32169,0
1,51,72.278534,1
1,95,193.23824,0
1,95,185.806,0
1,83,117.24358,0
1,53,214.60593,0
1,5,146.69383,1
1,92,123.18938,1
1,75,143.72095,1
1,48,320.51535,0
1,44,311.96826,0
1,62,161.37251,1
1,104,154.40479,0
1,91,213.584,0
1,106,222.96719,0
1,69,213.21239,0
1,79,334.45081,0
1,107,222.96719,0
1,103,317.72827,0
1,54,170.94151,1
1,83,274.24966,0
1,85,144.92868,1
1,102,269.60449,0
1,94,269.4187,0
1,75,403.19901,0
1,74,265.8884,0
1,104,323.30243,0
1,76,155.0551,1
1,86,116.59326,1
1,88,356.74753,0
1,73,167.78282,0
1,90,172.61377,1
1,81,125.60486,1
1,73,240.15425,0
1,97,333.33597,0
1,87,139.7261,1
1,87,119.28745,1
1,44,140.74805,0
1,85,208.10272,0
1,20,265.33096,0
1,104,133.78032,0
1,45,191.00858,1
1,106,280.93866,0
1,95,328.87662,0
1,92,108.69651,1
1,88,710.89374,0
1,0,207.6382,1
1,94,100.33524,1
1,81,132.29387,1
1,86,340.02499,0
1,77,232.6291,0
1,0,425.12411,0
1,94,281.4032,1
1,89,121.14552,1
1,78,306.5799,0
1,93,139.35451,1
1,108,195.0963,0
1,58,167.2254,0
1,85,238.29619,0
1,75,278.70901,0
1,78,199.18404,1
1,102,107.58167,1
1,102,156.07704,1
1,46,142.14159,1
1,51,161.65121,0
1,93,195.0963,1
1,72,383.22488,0
1,95,314.01215,0
1,76,248.98004,0
1,48,130.06419,0
1,68,154.59059,1
1,88,264.77356,0
1,88,234.30136,0
1,106,185.806,0
1,68,175.40086,0
1,72,232.25751,0
1,104,200.67049,0
1,78,162.95186,1
1,1,282.33221,0
1,74,309.83151,0
1,0,334.45081,0
1,74,108.69651,1
1,90,127.83453,1
1,40,230.21364,0
1,55,178.37376,0
1,86,211.81883,0
1,1,483.09561,0
1,107,323.85986,0
1,95,147.52997,0
1,56,172.42796,0
1,83,378.85843,0
1,26,307.69473,0
1,48,253.62518,0
1,106,167.2254,0
1,72,599.22437,0
1,105,257.80582,0
1,74,132.85129,0
1,76,376.25714,0
1,72,376.72168,0
1,106,259.38516,0
1,67,150.50285,0
1,66,137.49644,1
1,82,207.3595,0
1,79,448.16406,0
1,83,515.05426,0
1,72,383.22488,0
1,103,268.21097,0
1,93,238.29619,0
1,86,178.18796,1
1,108,190.26535,0
1,77,445.93439,0
1,106,327.01855,0
1,59,107.02425,1
1,84,144.92868,1
1,97,306.5799,0
