bk,age,unit_size,single_unit
0,97,188.12857,0
0,104,280.93866,1
0,102,541.71741,0
0,97,581.10828,0
0,109,228.54138,0
0,98,371.98361,1
0,89,896.23523,0
0,101,334.45081,0
0,103,649.39197,0
0,92,580.27216,1
0,105,370.12555,1
0,89,508.73682,0
0,108,278.70901,0
0,110,768.3078,0
0,102,240.80458,1
0,102,306.5799,1
0,95,492.75751,0
0,110,402.7345,0
0,111,434.78604,0
0,96,553.51605,0
0,108,720.18408,1
0,89,490.99234,1
0,105,293.66638,0
0,103,313.26892,0
0,91,387.49841,0
0,96,232.1646,0
0,95,881.18494,0
0,95,381.27393,1
0,104,863.99792,0
0,98,537.90839,0
0,108,381.27393,0
0,92,935.99774,0
0,102,554.81671,0
0,87,311.78247,0
0,110,571.35345,0
0,92,956.71509,0
0,108,741.36597,0
0,100,264.21613,0
0,104,375.79263,0
0,105,736.16339,0
0,80,724.17889,0
0,100,479.28659,1
0,105,347.82883,0
0,100,752.97882,0
0,80,616.13269,0
0,108,434.32153,0
0,88,610.37268,0
0,96,309.5528,0
0,107,422.05832,0
0,110,213.6769,1
0,84,353.0314,0
0,95,264.86646,0
0,125,296.54639,0
0,88,886.75916,0
0,100,266.81741,0
0,205,380.90231,1
0,13,383.13196,0
0,111,322.18759,0
0,107,869.57208,0
0,105,477.52142,1
0,100,252.23164,1
0,97,191.75179,0
0,102,327.01855,0
0,104,177.25893,0
0,95,331.84952,0
0,110,254.1826,1
0,101,232.1646,0
0,87,929.03003,0
0,102,921.59778,0
0,96,445.93439,1
0,103,479.37949,0
0,93,266.81741,1
0,96,340.30368,0
0,97,822.56317,0
0,87,692.12738,0
0,95,529.54712,0
0,90,466.55887,0
0,107,981.79889,0
0,99,232.1646,0
0,105,804.53998,0
0,106,228.54138,0
0,109,393.90872,0
0,73,309.27408,1
0,106,939.24933,0
0,97,340.39661,1
0,95,390.1926,1
0,73,716.74664,0
0,109,347.45721,0
0,106,307.13733,0
0,87,706.52734,0
0,101,604.24109,0
0,103,240.80458,1
0,100,177.25893,0
0,98,241.08328,0
0,107,630.81134,0
0,111,126.81259,0
0,99,832.68958,0
0,100,668.90161,1
0,56,229.93492,1
0,112,733.74786,0
0,105,343.36948,0
0,101,241.17619,0
0,103,267.56064,0
0,102,261.42905,0
0,90,696.0293,1
0,87,239.68974,0
0,110,601.63983,0
0,100,833.3399,0
0,91,850.06244,0
0,101,509.85165,0
0,77,287.62769,1
0,105,313.54764,0
0,101,371.612,0
0,97,619.10559,0
0,112,267.28192,0
0,105,274.24966,0
0,99,586.21796,0
0,104,244.98521,0
0,91,851.45599,0
0,112,580.92249,0
0,97,308.90247,0
0,85,912.67908,0
0,85,685.62415,1
0,98,696.30798,0
0,93,548.12769,0
0,107,359.81332,0
0,108,445.19116,0
0,103,374.5849,0
0,83,484.58206,0
0,95,318.28568,0
0,83,863.3476,0
0,0,340.02499,0
0,51,167.2254,0
0,86,169.54797,0
0,87,288.37091,0
0,12,278.70901,0
0,14,204.85112,0
0,84,196.95436,0
0,57,186.54922,0
0,55,142.69901,1
0,54,287.07028,0
0,0,304.07153,0
0,92,148.27319,1
0,67,247.12198,0
0,92,475.66336,0
0,3,324.78888,0
0,108,219.34398,1
0,74,198.44081,0
0,87,59.45792,1
0,107,291.25092,0
0,94,222.96719,0
0,97,205.50143,0
0,80,165.92476,1
0,0,252.69617,0
0,82,272.4845,0
0,85,399.48291,0
0,101,445.93439,0
0,53,301.00571,0
0,60,174.28603,1
0,2,390.1926,0
0,59,170.5699,1
0,1,271.18387,0
0,67,128.20615,0
0,86,147.15836,0
0,67,355.35397,0
0,77,406.45062,0
0,86,278.70901,0
0,72,252.51036,0
0,105,213.584,1
0,47,929.03003,1
0,1,276.57224,0
0,36,193.23824,0
0,74,222.96719,0
0,106,172.79958,0
0,77,536.51483,1
0,67,197.69759,1
0,80,791.90515,0
0,57,133.78032,1
0,73,650.32098,0
0,103,302.12054,0
0,57,283.16833,1
0,88,256.59808,0
0,99,177.63054,1
0,75,140.46933,1
0,67,146.04352,1
0,82,327.01855,0
0,113,203.64337,0
0,82,96.619118,1
0,68,214.23431,0
0,73,587.7973,0
0,108,320.51535,0
0,44,239.96844,0
0,85,148.64481,0
0,85,123.37518,0
0,92,116.50036,0
0,84,292.45865,0
0,71,198.99823,0
0,86,132.66548,1
0,97,224.36075,0
0,62,107.76748,1
0,51,275.92191,0
0,22,211.81883,0
0,1,441.28925,0
0,72,257.06259,0
0,88,183.94794,0
0,83,544.59741,1
0,83,303.97861,0
0,70,237.46007,1
0,85,136.75322,1
0,96,299.89087,0
0,104,349.40817,0
0,79,384.1539,0
0,63,101.63588,1
0,104,180.23183,0
0,16,211.81883,0
0,113,296.54639,0
0,39,251.48842,0
0,78,371.98361,0
0,77,194.16727,0
0,66,89.186882,1
0,84,297.28961,0
0,37,194.16727,0
0,0,403.57062,0
0,87,295.15283,0
0,47,204.85112,0
0,89,247.49359,0
0,102,206.24466,0
0,72,138.23967,1
0,102,275.92191,0
0,83,179.4886,0
0,87,188.12857,0
0,102,214.88464,0
0,72,208.10272,0
0,66,145.4861,1
0,109,178.65247,0
0,88,132.29387,1
0,51,179.5815,1
0,1,290.9722,0
0,3,306.5799,0
0,112,218.13625,0
0,38,496.10202,1
0,75,172.14926,0
0,1,388.33453,0
0,75,243.77747,0
0,93,102.1933,0
0,105,229.0988,0
0,64,156.07704,1
0,67,107.76748,1
0,71,391.21454,0
0,1,299.14767,0
0,1,334.45081,0
0,93,152.36092,1
0,84,165.92476,1
0,97,194.16727,0
0,65,185.5273,0
0,73,271.83417,0
0,54,332.59274,0
0,102,196.39694,0
0,87,148.64481,0
0,72,148.64481,0
0,103,192.77373,0
0,77,371.612,0
0,87,264.77356,0
0,105,369.75394,0
0,47,181.16084,1
0,81,322.0018,0
0,34,280.10254,0
0,87,133.40871,1
0,83,244.52069,0
0,62,154.6835,1
0,102,228.82008,0
0,88,63.54565,1
0,81,140.46933,1
0,102,275.92191,0
0,93,270.06903,0
0,83,193.79565,0
0,75,365.6662,1
0,0,323.67404,0
0,87,111.4836,1
0,1,285.39801,0
0,57,186.27051,1
0,83,340.02499,0
0,68,115.19972,1
0,35,197.41887,0
0,0,245.26392,1
0,87,97.083633,1
0,58,247.49359,0
0,5,307.69473,0
0,5,356.46881,0
0,106,206.98788,0
0,106,329.99146,0
0,75,449.2789,1
0,77,264.77356,0
0,1,278.70901,0
0,111,245.26392,0
0,102,134.61644,0
0,90,92.903,1
0,106,47.380531,1
0,60,170.5699,1
0,78,356.56171,0
0,81,130.80742,1
0,89,215.99948,0
0,104,362.13589,0
0,61,173.07829,1
0,83,148.27319,0
0,93,199.55565,0
0,82,229.84203,0
0,71,212.93367,1
0,59,89.186882,1
0,76,282.42511,0
0,55,180.60344,1
0,54,245.26392,0
0,77,160.72218,0
0,49,271.27676,0
0,78,278.70901,0
0,0,321.44437,0
0,63,169.54797,0
0,71,182.08987,0
0,2,377.92941,0
0,80,124.76873,1
0,92,117.42939,1
0,81,135.82419,1
0,74,141.21255,0
0,1,329.43405,0
0,93,225.38268,0
0,70,170.10539,1
0,86,421.40802,0
0,1,274.06384,0
0,88,182.7402,1
0,67,117.05778,1
0,10,314.94116,1
0,2,313.26892,0
0,11,250.8381,0
0,62,196.02533,0
0,78,145.30029,1
0,51,175.58667,0
0,82,244.33488,0
0,41,137.96095,1
0,64,115.94295,1
0,50,206.24466,0
0,5,393.0726,0
0,59,182.08987,0
0,88,115.66424,1
0,81,304.72183,0
0,75,166.85379,1
0,111,106.65264,1
0,99,864.92694,0
0,75,130.06419,1
0,60,142.5132,1
0,105,141.76997,1
0,68,55.741798,1
0,72,130.06419,1
0,72,130.06419,1
0,63,165.55315,1
0,81,102.56491,1
0,107,289.85736,0
0,43,179.86021,1
0,1,208.47433,1
0,103,222.96719,0
0,85,57.971474,1
0,94,105.35201,1
0,89,344.85593,0
0,1,278.80191,0
0,17,292.64444,0
0,0,250.8381,1
0,84,181.16084,0
0,63,154.6835,1
0,105,289.85736,0
0,3,368.6391,0
0,0,495.73041,0
0,34,289.39285,0
0,95,168.06152,0
0,87,214.60593,0
0,2,423.63766,0
0,47,265.70258,0
0,48,195.65372,1
0,17,237.18137,1
0,0,289.85736,0
0,97,131.17903,1
0,100,139.63321,1
0,86,182.5544,1
0,49,228.91299,0
0,99,312.24698,0
0,38,277.12964,0
0,76,112.31973,1
0,89,457.17566,0
0,72,195.0963,1
0,86,218.87947,1
0,76,167.2254,1
0,85,150.50285,0
0,105,104.88749,1
0,89,187.29245,1
0,86,172.98538,0
0,83,233.55814,0
0,80,253.16068,0
0,16,107.02425,1
0,50,246.37875,0
0,78,487.74075,0
0,80,584.08118,0
0,96,171.68474,0
0,63,222.78139,0
0,79,112.97005,1
0,46,157.00607,1
0,51,156.35574,1
0,34,274.06384,0
0,73,200.67049,0
0,88,223.24591,0
0,73,836.12701,0
0,81,308.53085,0
0,51,164.0667,0
0,40,164.99573,0
0,85,278.70901,0
0,52,414.6261,1
0,80,214.60593,0
0,83,213.49109,0
0,76,116.87197,0
0,61,144.64996,0
0,61,170.5699,1
0,43,269.79031,0
0,70,115.75714,0
0,95,186.54922,0
0,51,202.52853,0
0,81,237.18137,0
0,42,271.27676,0
0,2,354.42496,0
0,73,154.40479,1
0,45,170.5699,1
0,76,215.07045,0
0,84,425.03122,0
0,71,200.67049,0
0,82,146.87964,0
0,86,129.32097,1
0,111,151.61769,0
0,48,165.55315,1
0,70,304.53604,0
0,69,98.198471,1
0,80,220.73753,1
0,85,307.69473,0
0,2,483.09561,0
0,70,212.56206,0
0,89,328.505,0
0,71,186.64212,1
0,83,356.0043,0
0,80,342.34756,0
0,43,195.0963,0
0,79,381.27393,0
0,78,282.61093,0
0,68,188.12857,0
0,66,167.3183,0
0,81,635.45654,0
0,84,227.98396,0
0,110,187.84987,0
0,104,218.13625,0
0,83,142.69901,1
0,1,306.5799,0
0,70,193.23824,0
0,1,255.76196,0
0,53,163.23058,1
0,71,312.15408,0
0,67,204.3866,1
0,76,107.02425,0
0,36,294.31671,0
0,71,222.13107,0
0,37,522.57935,0
0,14,180.04602,1
0,97,198.99823,0
0,67,153.56866,1
0,60,197.41887,0
0,110,207.3595,0
0,52,354.05334,0
0,83,94.761063,1
0,76,334.45081,0
0,113,301.56314,0
0,52,205.68724,0
0,107,272.01999,0
0,104,229.3775,0
0,92,141.95578,1
0,102,104.60878,1
0,73,124.86163,1
0,86,318.84311,0
0,93,322.65213,0
0,73,408.77319,0
0,58,170.47701,1
0,45,362.22879,1
0,83,59.45792,1
0,72,295.05994,0
0,90,119.38036,1
0,106,265.8884,0
0,84,178.37376,0
0,81,226.68332,0
0,40,110.36877,1
0,92,241.54781,0
0,56,180.41763,1
0,58,142.5132,1
0,63,188.96471,0
0,49,125.88357,1
0,105,141.58417,0
0,83,148.64481,0
0,97,180.04602,1
0,62,645.02551,1
0,70,100.33524,1
0,106,196.58275,0
0,78,230.77106,0
0,14,418.06351,0
0,105,169.54797,1
0,78,185.806,0
0,83,114.5494,1
0,68,260.12839,0
0,91,163.50928,0
0,78,282.42511,0
0,53,146.97255,1
0,78,101.07846,1
0,93,180.04602,1
0,73,435.90088,0
0,87,120.03068,0
0,86,297.66122,0
0,94,313.45471,0
0,105,192.86662,0
0,75,108.5107,0
0,84,135.26677,1
0,84,137.03192,1
0,53,145.30029,1
0,14,127.83453,1
0,48,165.55315,1
0,72,473.8053,0
0,78,445.93439,0
0,94,246.37875,0
0,78,178.83827,1
0,36,128.57776,1
0,83,170.1983,1
0,80,150.50285,0
0,1,295.98895,0
0,76,258.73486,0
0,84,388.98486,0
0,88,152.36092,1
0,36,306.3941,0
0,64,214.79173,0
0,90,191.38017,0
0,1,363.06491,0
0,95,257.80582,0
0,95,206.80208,0
0,83,73.579178,1
0,84,323.30243,0
0,76,176.5157,0
0,82,176.5157,1
0,80,210.70401,0
0,3,359.72043,0
0,85,256.41229,0
0,89,315.87021,0
0,95,130.43581,0
0,0,288.18512,0
0,90,143.07062,0
0,103,242.19812,0
0,105,262.54388,0
0,105,213.6769,0
0,109,207.3595,0
0,76,347.45721,0
0,96,292.64444,0
0,58,181.34665,0
0,102,273.69223,0
0,63,136.2887,0
0,43,160.53638,1
0,43,245.26392,0
0,99,329.71274,0
0,105,239.87555,0
0,104,191.75179,0
0,104,186.54922,0
0,74,156.44865,1
0,2,423.63766,0
0,108,267.56064,0
0,103,202.24983,0
0,106,94.761063,0
0,104,304.07153,0
0,15,287.9993,0
0,108,127.46291,1
0,1,371.612,0
0,78,304.35022,0
0,2,438.68796,0
0,79,171.68474,0
0,3,278.70901,0
0,8,362.32169,0
0,0,870.96564,0
0,55,189.0576,0
0,33,342.62625,0
0,76,162.39444,1
0,75,854.70758,0
0,86,650.32098,0
0,20,195.0963,0
0,58,189.24341,0
0,75,157.9351,1
0,111,253.06778,0
0,76,468.23111,0
0,53,238.01749,0
0,10,250.8381,0
0,84,235.04459,0
0,74,84.541733,1
0,87,111.6694,1
0,54,89.186882,1
0,57,175.58667,0
0,2,221.10915,0
0,86,329.34113,1
0,2,380.15909,0
0,79,121.88873,1
0,111,317.72827,0
0,87,136.38161,1
0,38,117.05778,1
0,56,170.94151,0
0,1,297.01089,0
0,94,193.23824,1
0,3,232.44331,0
0,57,215.53496,1
0,57,190.91566,0
0,2,408.77319,0
0,102,151.61769,1
0,88,177.81635,1
0,1,201.5995,0
0,85,312.5257,0
0,59,263.38,0
0,96,126.53389,1
0,96,260.87161,0
0,1,316.056,0
0,102,220.18011,0
0,31,385.54745,0
0,1,386.47647,0
0,5,341.1398,0
0,24,303.4212,0
0,68,229.00589,0
0,87,167.96863,0
0,100,312.06119,0
0,61,242.66264,0
0,92,188.12857,1
0,90,210.14659,0
0,1,315.21988,0
0,47,141.95578,1
0,86,190.07954,0
0,44,163.50928,0
0,93,71.349503,1
0,106,222.40977,0
0,67,257.06259,0
0,2,427.35379,0
0,63,55.09148,1
0,106,208.47433,0
0,0,260.59293,0
0,79,214.60593,0
0,0,400.59775,0
0,89,126.06937,1
0,28,242.75554,0
0,70,150.13124,0
0,79,170.5699,0
0,81,260.87161,0
0,40,171.68474,0
0,77,210.70401,0
0,53,144.92868,0
0,51,170.10539,0
0,73,189.33632,0
0,90,356.74753,0
0,22,408.77319,1
0,77,165.55315,1
0,1,246.47166,0
0,10,156.07704,0
0,80,791.90515,0
0,53,341.97595,0
0,0,390.75003,0
0,108,222.22397,0
0,108,220.55173,0
0,85,264.40195,0
0,86,311.22504,0
0,90,346.99271,0
0,87,92.903,1
0,70,359.44171,0
0,43,110.36877,1
0,0,376.25714,0
0,87,329.06244,0
0,79,125.60486,0
0,87,273.13483,0
0,106,293.20187,0
0,75,267.56064,0
0,108,212.56206,0
0,2,280.93866,0
0,43,157.56349,0
0,16,215.99948,0
0,95,218.32205,1
0,103,187.29245,0
0,84,148.64481,0
0,68,226.59042,0
0,107,243.77747,0
0,87,203.64337,0
0,1,320.51535,0
0,75,260.12839,0
0,53,173.91441,0
0,75,484.58206,0
0,41,264.12323,0
0,87,182.8331,0
0,67,327.66888,0
0,76,510.50198,0
0,103,207.17369,0
0,1,384.33972,0
0,75,208.47433,1
0,84,286.79156,0
0,79,247.12198,1
0,52,206.24466,0
0,56,110.36877,1
